Wind Direction,Wind str/spd,Temperature,Light,Humidity,Speed,Strength,Lightning,Wind,Water,Fire,Sum,Position
"1,86","1,81","2,51","8,40","2,34","1,14","1,24","6,95","1,55","1,12","6,43","18,43","8,00"
"1,37","1,29","0,58","8,55","0,41","0,11","0,22","7,73","8,19","7,72","1,28","25,25","8,00"
"2,33","0,95","1,36","8,10","1,25","7,64","3,93","4,30","4,07","4,26","8,15","32,35","8,00"
"8,81","8,26","0,46","0,66","0,08","3,74","7,14","5,51","1,78","1,74","7,65","27,56","8,00"
"2,46","0,58","8,40","0,35","1,45","0,32","1,17","6,72","4,51","0,31","6,34","19,37","8,00"
"7,74","8,13","0,64","1,75","0,15","5,55","0,86","5,14","5,46","7,92","7,79","32,72","8,00"
"2,22","1,93","2,34","8,15","0,43","4,07","6,24","1,41","0,98","7,05","6,57","26,32","8,00"
"0,18","1,50","8,54","0,44","1,85","0,77","4,49","0,36","4,01","0,72","7,79","18,14","8,00"
"0,47","2,20","1,54","7,87","2,39","3,27","1,03","1,93","3,09","1,98","5,63","16,93","8,00"
"8,31","8,32","2,20","0,54","0,63","2,24","2,19","2,83","1,40","7,31","0,47","16,44","8,00"
"1,87","0,23","7,72","0,25","1,82","2,85","1,59","5,86","6,67","3,91","1,17","22,05","8,00"
"2,42","2,50","8,05","2,98","0,17","0,19","8,34","5,04","8,89","7,54","2,43","32,43","8,00"
"8,95","8,35","0,15","0,05","2,00","2,37","7,92","7,05","2,89","2,40","7,77","30,40","8,00"
"7,84","7,82","2,41","2,33","2,60","8,51","2,82","8,51","0,02","7,37","5,05","32,28","8,00"
"2,36","2,12","1,28","8,01","2,36","0,15","6,52","3,70","1,28","6,26","8,61","26,52","8,00"
"2,28","0,41","7,55","0,05","1,91","4,93","3,13","3,58","3,92","8,60","8,93","33,09","8,00"
"0,40","0,37","1,41","8,92","1,85","3,05","5,53","0,85","5,82","7,70","8,30","31,25","8,00"
"0,68","0,77","7,50","2,15","1,89","7,51","8,76","3,23","6,70","1,52","0,99","28,71","8,00"
"0,30","1,86","2,04","8,99","0,78","1,08","7,59","6,56","7,52","8,76","6,96","38,47","8,00"
"1,54","0,25","8,73","1,31","1,22","4,51","6,90","2,36","4,14","0,70","8,64","27,25","8,00"
"8,36","8,38","2,32","1,20","1,29","3,83","0,56","3,79","1,16","3,69","3,25","16,28","8,00"
"2,19","1,69","2,08","0,05","8,93","7,67","8,17","6,55","3,07","8,82","4,05","38,33","8,00"
"2,24","0,35","2,19","8,95","0,95","4,89","0,69","1,57","7,14","7,57","4,49","26,35","8,00"
"7,65","8,27","0,85","1,41","0,89","6,39","8,99","4,22","0,37","3,79","7,37","31,13","8,00"
"0,38","2,21","7,81","0,00","1,85","4,80","3,92","0,94","8,15","0,82","4,86","23,49","8,00"
"0,89","0,86","1,10","7,65","1,10","6,49","4,23","7,68","6,88","5,61","3,65","34,54","8,00"
"1,63","1,18","0,50","0,26","7,67","4,83","3,00","0,34","2,47","6,16","3,79","20,59","8,00"
"1,42","0,37","7,88","1,32","1,49","0,44","2,29","0,28","2,11","4,97","7,93","18,02","8,00"
"1,71","1,67","2,75","7,84","2,43","3,12","8,98","6,51","2,50","4,25","8,92","34,28","8,00"
"8,80","8,06","0,00","0,57","2,00","5,85","7,60","1,13","1,10","8,55","4,25","28,48","8,00"
"8,51","8,28","0,55","0,23","0,84","5,92","0,34","5,60","3,44","0,93","4,98","21,21","8,00"
"1,23","0,32","1,22","8,88","1,10","8,06","8,02","2,34","0,79","0,35","0,87","20,43","8,00"
"0,27","1,42","2,17","2,02","8,61","0,83","2,26","2,66","5,49","2,99","1,24","15,47","8,00"
"0,88","2,95","0,90","0,35","8,92","3,55","3,25","5,55","7,84","0,77","4,27","25,23","8,00"
"0,58","2,39","8,41","2,33","1,82","7,58","4,07","7,94","4,80","5,88","4,78","35,05","8,00"
"0,62","0,96","2,88","7,54","1,41","1,90","3,01","5,09","7,19","4,59","0,06","21,84","8,00"
"0,86","0,48","0,58","0,39","8,99","8,88","1,13","6,26","0,32","4,49","3,97","25,05","8,00"
"0,38","1,27","0,13","0,45","8,43","0,02","7,99","4,82","7,32","8,29","2,65","31,09","8,00"
"2,96","2,18","1,40","1,63","7,84","4,75","4,82","3,44","1,10","6,35","0,64","21,10","8,00"
"0,84","0,26","0,17","1,01","7,78","2,25","7,69","2,78","5,01","5,61","3,36","26,70","8,00"
"1,12","0,96","0,69","7,66","0,33","7,74","4,47","3,57","3,26","4,26","4,46","27,76","8,00"
"8,25","7,98","1,21","0,95","2,58","7,22","4,37","3,73","6,00","2,98","4,32","28,62","8,00"
"0,31","0,28","0,74","8,40","0,89","2,41","0,28","2,19","0,97","1,37","7,67","14,89","8,00"
"1,64","1,01","1,46","7,65","1,59","6,53","4,62","5,58","5,17","6,80","1,11","29,81","8,00"
"1,39","0,50","1,20","1,92","8,11","5,67","5,07","8,38","3,90","8,36","5,34","36,72","8,00"
"2,07","0,77","2,91","8,83","0,54","3,91","1,27","3,96","1,36","7,27","8,74","26,51","8,00"
"8,55","7,67","1,69","2,20","2,81","6,23","3,26","0,63","4,52","5,07","0,45","20,16","8,00"
"1,27","1,09","0,90","2,41","8,53","3,01","2,53","2,68","2,00","8,72","8,33","27,27","8,00"
"1,66","1,02","0,96","0,22","8,69","1,54","0,23","1,15","7,25","4,91","6,09","21,17","8,00"
"1,68","0,18","8,02","0,54","0,42","5,67","7,60","1,90","4,90","6,36","4,59","31,02","8,00"
"1,95","2,62","0,06","1,66","7,89","5,79","5,59","0,61","2,53","5,04","4,62","24,18","8,00"
"2,09","1,94","0,68","8,02","2,41","2,70","4,27","2,87","4,40","1,55","7,23","23,02","8,00"
"8,79","7,62","0,57","2,32","2,10","7,65","7,44","4,92","3,55","4,30","5,77","33,63","8,00"
"8,24","7,88","0,86","1,05","2,17","8,43","3,70","5,34","7,75","8,35","7,32","40,89","8,00"
"2,63","1,30","1,33","1,39","7,50","7,29","5,39","1,43","6,16","8,84","4,97","34,08","8,00"
"1,23","0,65","1,33","7,90","2,05","2,28","5,97","3,44","1,80","8,68","1,06","23,23","8,00"
"1,68","1,37","0,41","8,66","0,68","6,24","7,94","3,65","3,80","5,13","5,24","32,00","8,00"
"8,05","8,84","1,29","0,90","0,77","4,47","5,51","6,67","4,77","7,75","3,89","33,06","8,00"
"0,72","1,67","2,77","8,26","1,13","2,64","3,15","3,26","0,25","2,09","1,15","12,54","8,00"
"2,36","1,08","1,91","0,80","7,61","0,70","2,01","7,10","6,73","7,65","8,76","32,95","8,00"
"2,22","0,04","8,80","1,11","1,07","8,69","7,87","1,70","0,94","5,31","2,16","26,67","8,00"
"0,63","2,42","1,48","1,90","8,05","7,06","2,96","2,28","2,88","6,98","0,28","22,44","8,00"
"1,03","1,56","0,48","8,76","1,07","2,31","2,40","4,34","6,72","7,85","1,03","24,65","8,00"
"0,54","0,03","2,18","8,54","2,19","3,46","7,77","4,58","4,57","0,56","0,69","21,63","8,00"
"1,06","2,03","0,27","2,23","7,88","7,90","6,09","4,31","7,15","7,51","0,74","33,70","8,00"
"1,44","2,08","8,85","2,16","2,50","1,55","5,98","8,42","6,77","2,01","0,05","24,78","8,00"
"2,16","1,48","1,58","7,65","2,33","3,53","2,34","7,59","7,57","4,07","3,08","28,18","8,00"
"0,56","1,25","2,48","0,41","7,64","3,33","6,94","7,42","1,39","8,34","8,15","35,57","8,00"
"2,44","0,02","2,00","8,79","1,73","6,92","6,11","5,61","2,62","7,77","8,00","37,03","8,00"
"2,01","0,67","1,93","8,86","0,83","6,26","4,00","4,07","2,38","0,29","4,62","21,62","8,00"
"0,10","0,94","0,22","8,57","0,16","6,95","0,58","2,62","0,97","8,17","6,92","26,21","8,00"
"1,84","1,79","2,06","8,03","1,31","3,21","0,46","7,97","3,06","8,71","3,78","27,19","8,00"
"0,57","1,70","7,68","0,43","1,21","8,61","7,57","8,48","5,45","7,93","6,59","44,63","8,00"
"0,27","2,83","0,05","1,21","8,13","7,04","8,86","5,32","1,13","7,58","4,68","34,61","8,00"
"0,01","1,80","7,72","1,27","0,19","4,42","6,96","5,40","7,27","7,83","6,46","38,34","8,00"
"9,00","8,43","1,06","1,44","2,95","4,51","1,90","4,36","4,49","1,31","4,01","20,58","8,00"
"8,77","7,53","1,26","0,09","0,25","6,20","4,31","6,25","4,87","4,59","8,94","35,16","8,00"
"0,66","0,18","1,74","8,18","1,10","0,89","7,53","7,37","0,55","8,45","0,06","24,85","8,00"
"0,49","0,35","9,00","0,65","1,55","3,63","8,55","4,06","0,64","7,24","1,03","25,15","8,00"
"0,50","0,11","0,42","1,58","7,66","2,31","1,44","7,16","7,16","7,43","0,13","25,63","8,00"
"8,86","7,56","0,79","0,30","1,17","6,19","5,96","3,30","0,34","0,37","7,49","23,65","8,00"
"1,74","0,96","8,78","2,76","1,55","8,05","0,24","5,94","6,19","7,84","6,95","35,21","8,00"
"1,87","0,96","2,66","8,50","2,29","8,84","6,37","5,28","2,61","8,71","4,90","36,71","8,00"
"2,66","1,17","1,17","0,71","9,00","7,76","5,07","3,14","1,72","7,75","2,78","28,22","8,00"
"8,81","8,67","0,67","0,72","1,08","0,93","2,66","7,32","1,14","4,19","3,72","19,96","8,00"
"1,73","0,25","1,34","8,18","2,31","1,84","5,74","2,82","0,07","5,01","2,86","18,34","8,00"
"0,92","1,85","0,72","9,00","2,44","0,98","6,33","4,68","1,78","1,52","1,28","16,57","8,00"
"0,18","1,41","8,50","2,04","1,30","4,20","7,80","3,02","6,81","2,03","2,30","26,16","8,00"
"7,87","7,77","1,53","0,80","1,68","4,42","2,19","6,12","8,67","2,68","5,72","29,80","8,00"
"0,01","0,09","1,16","8,78","0,23","7,65","6,72","4,75","4,67","4,80","0,31","28,90","8,00"
"1,64","0,46","0,98","2,35","7,53","0,96","5,82","8,59","0,55","3,74","1,61","21,27","8,00"
"7,95","7,89","1,88","0,71","1,57","8,05","8,66","6,29","8,27","6,25","7,60","45,12","8,00"
"1,63","1,23","2,42","7,87","2,39","5,51","7,84","4,07","1,30","2,38","5,04","26,14","8,00"
"7,59","8,40","1,65","0,88","2,18","5,02","7,74","5,54","3,98","1,68","6,52","30,48","8,00"
"2,92","1,64","2,33","0,32","7,92","0,58","2,50","6,36","8,68","6,92","5,00","30,04","8,00"
"1,22","0,61","8,77","0,85","0,87","8,85","6,08","7,26","6,66","2,77","5,39","37,01","8,00"
"2,30","0,40","7,60","2,15","2,10","6,64","3,71","8,22","3,76","6,90","8,19","37,42","8,00"
"1,52","2,12","1,05","8,20","0,41","1,84","0,89","5,25","1,68","1,23","8,37","19,26","8,00"
"0,06","0,10","7,94","2,46","0,59","4,21","0,70","3,93","4,11","0,73","6,90","20,58","8,00"
"2,29","0,46","7,85","2,67","0,86","5,68","8,58","4,02","5,24","7,31","7,56","38,39","8,00"
"1,75","1,78","0,01","0,76","7,99","5,09","0,92","6,45","2,83","0,22","0,14","15,65","8,00"
"0,01","0,50","2,36","7,92","1,41","8,89","5,64","8,15","7,30","3,62","2,77","36,37","8,00"
"2,06","1,14","8,01","0,97","1,57","2,65","2,48","3,01","0,21","7,02","2,62","17,99","8,00"
"1,83","1,49","1,35","7,63","1,91","4,22","8,83","8,24","6,73","5,83","1,58","35,43","8,00"
"1,73","2,62","2,18","2,36","7,93","5,32","1,16","2,86","3,71","4,74","0,18","17,97","8,00"
"2,28","1,74","1,60","8,67","1,70","4,62","6,85","3,98","3,43","2,84","7,11","28,83","8,00"
"1,88","2,08","8,48","2,09","0,41","5,34","4,87","3,90","4,73","0,65","4,25","23,74","8,00"
"7,68","7,58","0,06","1,21","0,27","4,10","0,04","2,02","7,40","0,63","6,47","20,66","8,00"
"2,66","0,26","0,45","1,63","8,15","7,82","8,42","7,64","5,99","7,23","5,64","42,74","8,00"
"8,51","8,15","1,41","1,09","1,68","4,41","7,58","5,51","7,10","2,70","6,43","33,73","8,00"
"1,20","1,16","2,16","2,07","8,61","7,38","7,51","6,68","7,07","8,22","5,79","42,65","8,00"
"1,58","0,52","2,22","7,55","0,78","6,93","7,12","2,76","0,98","1,15","4,28","23,22","8,00"
"1,61","0,95","2,37","8,09","0,68","0,42","8,06","8,54","2,96","6,91","8,18","35,07","8,00"
"0,78","0,30","2,72","8,39","2,49","3,42","4,62","6,04","4,24","5,92","3,38","27,62","8,00"
"0,61","0,42","0,39","8,14","1,84","2,49","4,02","4,63","1,23","0,64","5,03","18,04","8,00"
"0,23","0,29","1,67","0,82","8,15","3,14","2,96","4,28","1,34","3,52","2,87","18,11","8,00"
"1,53","0,97","1,25","1,11","7,92","3,30","8,76","7,93","8,08","3,79","2,32","34,18","8,00"
"1,00","0,81","7,80","1,27","0,53","6,96","7,58","8,98","2,60","4,52","0,94","31,58","8,00"
"8,29","7,89","0,27","2,24","1,00","8,35","2,44","4,73","1,73","4,68","6,09","28,02","8,00"
"2,06","1,11","1,46","8,65","1,45","7,52","4,33","7,70","5,00","3,57","3,36","31,48","8,00"
"7,57","8,74","2,30","0,09","1,55","0,45","0,73","3,72","3,39","7,10","5,34","20,73","8,00"
"1,48","2,93","0,06","1,79","8,18","5,54","7,26","1,85","4,86","0,76","0,13","20,40","8,00"
"8,85","8,98","2,13","1,68","1,69","2,97","5,93","5,11","6,10","0,71","6,04","26,86","8,00"
"8,95","8,87","1,32","2,33","1,55","8,02","6,72","1,98","4,76","2,17","2,37","26,02","8,00"
"1,84","1,98","8,66","0,65","0,86","1,84","2,24","0,38","7,81","4,83","8,33","25,43","8,00"
"8,38","7,95","1,01","0,87","1,49","3,63","6,86","3,66","5,72","0,62","3,83","24,32","8,00"
"8,31","8,66","1,42","1,27","0,54","6,13","0,33","5,95","4,29","7,58","6,95","31,23","8,00"
"0,50","0,27","1,23","8,73","1,47","3,74","7,78","0,52","2,31","8,74","6,67","29,76","8,00"
"7,56","7,68","1,92","1,64","0,62","7,09","2,97","4,18","8,41","1,94","0,40","24,99","8,00"
"1,51","0,86","0,26","7,92","1,75","0,11","8,80","1,91","0,36","2,17","1,55","14,90","8,00"
"2,61","0,35","0,31","0,68","8,27","7,24","8,39","0,87","4,62","1,63","0,91","23,66","8,00"
"2,87","2,91","1,73","2,21","8,96","5,32","3,67","7,52","0,14","2,69","0,08","19,42","8,00"
"0,77","0,99","7,88","1,07","0,70","8,58","2,15","0,92","7,82","6,22","8,86","34,55","8,00"
"1,80","1,32","8,89","0,12","0,57","5,34","6,70","2,98","2,59","2,75","6,53","26,89","8,00"
"0,11","0,17","0,09","8,67","0,69","2,87","6,25","3,59","7,80","2,47","8,88","31,86","8,00"
"8,29","7,77","0,14","1,59","0,65","1,83","2,62","5,34","4,80","1,36","8,05","24,00","8,00"
"0,00","1,59","7,76","1,03","1,04","2,33","6,80","8,98","4,20","3,76","7,95","34,02","8,00"
"0,48","0,61","2,98","8,42","0,69","2,41","2,74","2,57","4,06","2,92","7,00","21,70","8,00"
"8,79","8,01","0,73","0,88","1,79","8,48","0,47","1,59","3,52","7,00","2,66","23,72","8,00"
"0,70","2,44","1,78","8,07","1,42","3,61","5,52","1,44","0,42","3,00","7,23","21,22","8,00"
"1,39","2,26","2,26","7,83","1,19","6,88","9,00","7,11","6,46","7,90","1,07","38,42","8,00"
"2,18","1,35","1,20","8,23","1,46","3,08","7,87","1,60","1,69","6,15","6,73","27,12","8,00"
"8,61","8,61","1,05","2,23","2,63","6,02","6,33","5,73","5,71","4,70","4,16","32,65","8,00"
"0,99","0,05","7,51","2,28","0,49","3,99","0,87","1,51","3,28","2,49","6,86","19,00","8,00"
"1,01","0,13","1,14","0,66","8,23","8,28","8,55","2,98","5,24","2,20","2,60","29,85","8,00"
"1,88","2,94","1,04","2,07","7,55","6,33","6,88","8,12","6,80","2,13","8,85","39,11","8,00"
"2,37","2,27","7,80","0,77","0,28","4,84","2,16","1,95","4,10","4,08","7,97","25,10","8,00"
"0,33","0,69","2,64","8,02","0,80","3,35","5,28","0,09","0,07","6,41","3,86","19,06","8,00"
"1,41","1,56","2,18","7,52","2,13","7,67","7,72","3,71","1,42","6,23","7,59","34,34","8,00"
"2,28","1,72","0,04","8,79","1,91","2,30","3,21","2,01","3,07","5,08","6,72","22,39","8,00"
"2,50","2,27","7,82","1,48","0,66","8,77","8,01","6,70","2,05","8,20","3,25","36,98","8,00"
"1,34","3,00","0,51","0,32","7,73","0,72","3,76","3,44","1,60","7,77","3,44","20,73","8,00"
"2,15","0,93","1,73","8,26","0,58","3,55","1,28","4,31","6,94","4,67","8,20","28,95","8,00"
"0,88","1,49","0,91","8,31","2,16","0,05","1,54","2,28","6,50","1,46","2,85","14,68","8,00"
"2,18","1,32","2,01","1,20","8,75","7,57","6,17","8,77","1,98","5,87","2,94","33,30","8,00"
"7,84","7,58","1,43","2,13","0,80","3,70","4,31","6,63","1,98","7,05","3,95","27,62","8,00"
"0,79","0,69","1,96","1,53","8,50","5,33","4,55","4,94","1,66","7,07","6,45","30,00","8,00"
"1,40","0,91","2,22","8,40","1,07","5,06","3,00","5,58","5,75","1,33","8,20","28,92","8,00"
"1,69","0,51","0,64","7,70","1,93","8,77","7,33","7,41","7,07","0,30","7,14","38,02","8,00"
"8,67","7,79","1,49","0,47","2,77","1,31","2,39","1,96","8,01","6,09","2,36","22,12","8,00"
"7,98","8,28","1,34","0,21","0,57","0,51","6,28","5,97","2,76","7,22","3,54","26,28","8,00"
"0,88","2,47","1,53","1,69","8,94","0,83","0,48","0,36","0,01","8,70","6,26","16,64","8,00"
"0,44","0,09","1,11","1,95","7,93","7,16","3,50","8,67","2,33","4,64","4,95","31,25","8,00"
"2,74","0,41","1,72","1,99","7,75","6,20","6,93","3,75","1,53","7,37","7,23","33,01","8,00"
"0,11","1,18","8,66","1,21","1,40","5,62","8,78","0,01","6,30","1,45","8,36","30,52","8,00"
"1,39","2,45","7,87","2,50","1,85","6,24","2,51","0,61","5,45","8,30","3,87","26,98","8,00"
"2,10","2,93","1,76","1,61","8,87","4,67","4,35","8,49","1,57","8,24","5,51","32,83","8,00"
"0,70","0,12","1,18","1,93","8,35","1,68","1,35","7,51","8,01","7,94","6,43","32,92","8,00"
"2,24","2,00","8,78","0,52","2,24","4,61","0,23","2,12","4,11","5,40","5,40","21,87","8,00"
"2,40","0,42","2,26","1,87","7,53","7,23","7,82","2,06","5,75","7,55","5,43","35,84","8,00"
"0,58","1,63","2,08","8,12","1,83","1,90","1,66","7,47","5,29","1,56","2,64","20,52","8,00"
"2,30","1,70","8,60","0,23","0,15","1,39","8,08","4,85","3,44","0,94","7,36","26,06","8,00"
"2,12","1,35","0,96","2,31","8,46","3,26","2,67","1,83","3,69","2,19","6,93","20,57","8,00"
"7,64","8,52","1,23","1,02","1,73","7,64","8,55","5,03","5,70","2,03","5,38","34,33","8,00"
"0,07","0,60","7,70","2,69","1,05","1,28","5,59","0,95","8,15","6,93","4,97","27,87","8,00"
"0,11","0,44","8,24","1,50","1,23","4,49","7,30","7,48","6,44","6,87","2,78","35,36","8,00"
"1,70","0,83","2,35","8,43","0,33","5,48","4,32","3,18","8,49","0,73","2,99","25,19","8,00"
"1,30","0,37","0,27","2,11","7,55","8,95","8,23","8,67","2,17","8,02","4,81","40,85","8,00"
"0,77","2,35","8,52","1,58","1,77","5,64","1,58","8,66","3,39","3,88","7,65","30,80","8,00"
"8,81","8,13","0,23","2,14","0,15","1,56","7,58","5,37","8,23","2,04","2,97","27,75","8,00"
"7,58","8,85","0,18","1,39","1,01","3,38","3,19","2,09","1,84","4,54","2,82","17,86","8,00"
"7,80","8,93","0,55","0,59","0,18","4,48","3,59","2,03","2,14","6,67","4,19","23,10","8,00"
"2,35","0,53","8,24","1,09","2,32","6,63","3,10","6,91","8,21","1,39","0,31","26,55","8,00"
"0,61","0,76","1,96","2,47","8,36","7,18","4,07","0,12","0,17","6,49","6,54","24,57","8,00"
"1,84","2,24","0,37","1,57","7,50","2,77","5,75","4,74","5,94","3,74","0,17","23,11","8,00"
"8,24","8,72","1,37","0,43","0,41","7,52","7,68","4,74","2,09","4,51","6,95","33,49","8,00"
"7,54","8,83","0,66","1,32","0,65","4,31","1,27","4,20","8,99","3,23","5,35","27,35","8,00"
"0,57","0,06","8,29","2,12","1,71","2,80","3,94","5,72","7,64","8,96","8,34","37,40","8,00"
"8,64","8,82","0,16","1,91","1,38","6,14","2,18","1,69","0,93","5,50","6,30","22,74","8,00"
"1,39","1,85","2,41","8,95","0,47","8,57","5,95","7,18","1,94","8,02","1,96","33,62","8,00"
"1,72","2,59","1,19","2,48","7,85","0,28","7,60","7,06","2,84","6,40","6,38","30,56","8,00"
"7,94","8,89","1,07","1,06","0,68","0,41","7,79","4,62","0,23","7,78","8,19","29,02","8,00"
"8,42","7,76","0,58","0,68","2,77","5,78","6,81","3,37","1,00","3,46","7,51","27,93","8,00"
"1,83","0,42","1,03","8,49","0,20","8,32","3,09","4,24","0,59","1,44","5,08","22,76","8,00"
"8,29","8,22","0,07","1,85","0,62","1,18","2,53","4,42","4,75","6,98","5,62","25,48","8,00"
"1,18","1,12","8,42","2,40","0,23","8,09","6,74","0,68","1,76","6,41","5,91","29,59","8,00"
"8,45","8,05","1,24","0,22","0,34","2,95","0,07","3,76","0,15","6,67","8,57","22,17","8,00"
"8,74","8,27","0,56","0,78","1,85","1,21","4,84","0,60","6,56","1,41","6,32","20,94","8,00"
"0,10","0,95","0,36","0,49","7,71","3,79","5,26","4,83","3,51","7,39","4,78","29,56","8,00"
"8,35","7,85","0,33","1,64","2,89","1,17","3,01","3,09","0,14","5,42","5,10","17,93","8,00"
"1,84","1,68","2,89","7,88","0,98","8,49","8,92","8,25","0,35","4,32","0,08","30,41","8,00"
"1,99","2,40","0,50","0,18","8,68","3,10","2,24","1,19","7,32","6,79","8,70","29,34","8,00"
"8,65","7,96","1,71","2,00","1,92","2,19","5,40","1,31","4,35","2,73","1,26","17,24","8,00"
"1,40","1,64","0,15","7,98","0,92","8,34","0,52","7,11","3,78","6,67","6,55","32,97","8,00"
"0,71","0,61","0,57","8,02","0,43","7,81","8,60","5,67","8,61","3,63","3,54","37,86","8,00"
"1,31","1,48","1,66","0,61","8,91","8,44","2,78","4,75","1,77","7,94","4,07","29,75","8,00"
"1,99","0,84","2,69","8,98","0,98","8,54","6,67","8,75","1,16","8,16","3,10","36,38","8,00"
"1,26","1,40","8,24","0,07","2,31","0,49","4,32","6,79","5,58","8,99","3,33","29,50","8,00"
"0,12","2,05","8,49","0,85","1,47","8,85","2,13","3,61","1,87","4,20","4,16","24,82","8,00"
"7,69","7,81","1,74","1,20","2,10","8,77","3,41","3,66","7,17","3,34","1,59","27,94","8,00"
"0,59","1,29","8,26","1,33","0,88","4,63","8,72","2,83","3,13","2,56","5,31","27,18","8,00"
"2,00","0,65","8,71","1,46","1,63","6,18","8,30","0,00","7,37","8,51","0,45","30,81","8,00"
"0,36","0,73","8,51","2,10","0,06","3,61","6,38","4,74","4,19","2,23","5,57","26,72","8,00"
"2,26","1,75","0,05","7,56","2,36","7,08","0,23","4,90","5,33","8,37","2,48","28,39","8,00"
"8,97","7,70","1,33","0,47","2,82","6,17","3,32","3,85","4,88","8,63","8,57","35,42","8,00"
"1,67","1,94","2,52","8,25","2,31","1,22","1,23","5,06","8,30","5,33","0,83","21,97","8,00"
"2,31","0,92","1,59","2,06","8,29","2,68","4,56","0,85","3,20","7,68","1,46","20,43","8,00"
"7,53","8,15","1,92","0,51","1,70","2,95","8,72","3,04","4,53","5,93","5,17","30,34","8,00"
"0,11","0,34","0,84","1,34","7,77","2,90","0,16","0,69","0,21","7,62","1,21","12,79","8,00"
"1,07","2,98","0,95","1,04","7,72","1,25","3,71","0,70","4,67","8,55","5,84","24,72","8,00"
"1,44","1,45","1,82","8,63","1,10","7,57","8,11","4,91","6,27","8,20","3,59","38,65","8,00"
"1,37","2,12","7,87","2,91","0,94","6,96","1,85","1,36","8,54","1,84","7,02","27,57","8,00"
"8,56","7,54","1,44","1,74","0,51","5,58","3,97","5,31","0,09","2,16","0,92","18,03","8,00"
"0,53","0,78","8,85","1,31","1,14","8,98","1,91","3,64","3,29","4,53","4,96","27,31","8,00"
"7,73","8,04","0,39","0,80","1,51","7,79","6,39","7,40","1,43","0,32","4,68","28,01","8,00"
"1,10","2,31","0,66","8,03","0,67","3,93","6,31","0,42","2,86","0,27","6,55","20,34","8,00"
"8,99","8,39","0,97","0,12","2,80","8,43","1,67","6,89","0,59","8,59","6,09","32,26","8,00"
"2,18","0,74","1,95","1,99","7,73","5,98","1,75","8,68","5,15","7,83","5,00","34,39","8,00"
"1,70","1,18","1,77","8,68","2,23","1,55","8,90","3,13","0,11","7,20","5,23","26,12","8,00"
"7,63","8,99","1,88","1,03","2,21","0,27","5,42","4,91","7,80","3,84","6,45","28,69","8,00"
"0,94","0,14","1,07","9,00","2,40","0,46","5,51","0,51","7,55","4,72","5,95","24,70","8,00"
"7,97","8,11","0,64","1,86","1,06","2,65","4,99","3,09","7,13","7,93","4,03","29,82","8,00"
"1,23","2,10","2,27","8,70","2,26","7,13","1,25","7,82","5,94","4,39","4,68","31,21","8,00"
"1,19","1,36","0,55","1,76","8,58","4,96","4,19","7,63","6,21","0,36","1,78","25,13","8,00"
"1,79","1,41","2,79","8,02","0,97","8,54","0,23","8,79","3,12","6,58","7,21","34,47","8,00"
"2,11","2,50","7,74","2,92","0,64","7,20","4,72","8,63","6,32","4,35","1,55","32,77","8,00"
"8,58","7,67","2,45","2,31","0,93","0,60","7,42","0,48","6,27","3,18","2,16","20,11","8,00"
"1,06","2,47","0,92","7,82","1,24","5,19","2,26","3,00","6,52","6,39","2,57","25,93","8,00"
"1,24","0,12","2,54","8,15","0,53","5,42","8,12","8,48","7,38","4,39","2,46","36,25","8,00"
"8,76","7,89","0,79","1,96","1,99","5,55","8,76","8,31","4,37","7,80","2,34","37,13","8,00"
"0,84","0,55","8,45","1,45","0,31","0,58","0,17","6,90","4,38","0,94","6,66","19,63","9,00"
"1,39","1,91","8,60","0,18","0,05","5,83","5,64","6,57","1,03","0,13","6,90","26,10","9,00"
"1,02","1,52","0,05","7,52","0,11","0,16","8,17","4,35","8,82","0,82","8,73","31,05","9,00"
"8,51","8,31","0,35","2,18","2,69","2,76","0,35","3,42","4,98","7,24","2,21","20,96","9,00"
"1,27","2,23","0,31","1,62","8,18","0,37","4,69","6,13","0,48","2,20","2,64","16,51","9,00"
"7,60","9,00","0,78","1,96","0,77","0,67","4,86","7,95","8,62","5,61","6,80","34,51","9,00"
"2,88","0,29","1,74","0,70","8,18","8,11","5,92","4,05","3,58","7,80","2,57","32,03","9,00"
"0,25","1,69","1,08","7,92","1,66","1,37","4,27","7,26","8,49","3,34","5,63","30,36","9,00"
"2,40","0,30","2,82","8,82","2,32","5,68","4,61","0,55","3,03","6,45","4,31","24,63","9,00"
"1,04","2,45","8,95","2,39","1,76","2,34","4,79","4,74","5,51","5,12","3,41","25,91","9,00"
"2,10","1,22","0,62","8,55","0,12","5,14","2,72","3,43","1,59","8,43","0,55","21,86","9,00"
"1,64","1,96","0,98","0,35","7,60","2,23","1,86","6,53","6,38","8,22","1,24","26,46","9,00"
"1,79","1,21","2,26","8,96","0,54","5,63","2,29","7,83","3,26","5,27","3,60","27,88","9,00"
"2,44","0,36","8,66","0,92","1,08","4,17","8,18","3,68","2,49","5,90","8,90","33,32","9,00"
"2,36","0,74","7,94","1,42","0,38","8,84","3,30","0,94","4,60","0,63","8,51","26,82","9,00"
"0,10","1,86","8,46","0,22","2,31","2,44","2,71","4,63","4,50","4,68","5,70","24,66","9,00"
"0,70","0,53","0,62","0,11","7,80","7,26","7,19","2,42","4,59","7,40","5,93","34,79","9,00"
"2,16","1,09","8,67","0,05","0,29","3,10","3,94","0,21","8,82","0,14","8,69","24,90","9,00"
