Speed,Strength,Lightning,Wind,Water,Fire,summ
"5,64","0,51","7,15","1,34","2,41","2,33","19,38"
"3,04","8,32","4,69","7,25","3,15","1,60","28,05"
"6,31","2,97","8,40","8,99","0,56","2,99","30,22"
"3,82","0,50","6,82","8,07","1,30","2,16","22,67"
"5,63","7,24","8,70","0,30","8,33","0,31","30,51"
"4,08","1,01","8,55","5,34","8,72","1,38","29,08"
"0,29","3,99","5,80","2,89","6,32","1,53","20,82"
"0,03","6,55","0,90","2,55","5,58","2,05","17,66"
"5,98","1,01","8,95","8,55","4,28","1,17","29,94"
"7,66","7,34","8,55","1,68","1,04","2,63","28,90"
"2,97","0,62","0,03","2,82","6,11","3,84","16,39"
"6,75","7,47","8,95","2,33","4,27","8,20","37,97"
"0,78","3,87","8,50","4,64","7,10","7,59","32,48"
"1,16","4,70","5,02","6,88","2,58","1,99","22,33"
"3,33","5,02","6,21","0,63","4,66","4,12","23,97"
"5,58","6,14","3,12","7,35","7,82","2,99","33,00"
"5,43","7,94","1,92","3,14","2,83","5,92","27,18"
"6,07","3,12","3,13","1,53","6,08","7,60","27,53"
"3,17","2,57","0,36","8,38","6,27","7,91","28,66"
"8,80","0,12","6,51","1,93","7,31","7,58","32,25"
"3,07","7,01","2,24","6,77","2,16","2,05","23,30"
"2,65","6,87","8,36","8,28","8,16","0,80","35,12"
"0,27","9,00","7,15","1,43","5,61","0,75","24,21"
"1,91","0,94","5,69","4,32","1,58","2,81","17,25"
"7,75","0,62","1,50","0,59","5,07","6,52","22,05"
"2,15","6,82","2,96","6,07","5,10","5,77","28,87"
"7,28","2,59","4,25","1,64","3,44","8,81","28,01"
"8,62","1,04","6,23","5,01","1,53","8,93","31,36"
"6,47","2,21","5,37","2,59","2,02","2,11","20,77"
"5,63","6,12","7,74","1,34","0,12","3,31","24,26"
"7,85","7,54","5,38","4,62","4,99","8,75","39,13"
"8,93","3,67","0,62","5,49","1,61","4,66","24,98"
"7,39","5,24","1,96","1,42","1,43","2,09","19,53"
"2,26","7,62","7,29","8,92","2,08","1,28","29,45"
"8,33","7,04","8,43","1,26","7,38","7,42","39,86"
"2,99","5,19","0,68","7,65","1,46","8,97","26,94"
"7,47","8,69","3,32","7,27","4,82","1,61","33,18"
"6,25","8,75","4,73","4,79","2,44","4,14","31,10"
"0,75","8,46","4,99","6,03","1,79","2,59","24,61"
"2,86","7,80","5,78","8,08","7,25","8,38","40,15"
"8,66","3,82","0,40","3,17","4,89","5,15","26,09"
"7,68","4,96","5,02","2,12","2,47","7,84","30,09"
"3,76","4,22","3,06","0,31","6,99","0,16","18,50"
"1,64","1,39","7,54","2,17","7,34","8,68","28,76"
"8,53","8,88","8,76","6,98","0,47","1,65","35,27"
"1,65","4,79","1,61","5,65","3,34","1,76","18,80"
"4,41","7,49","2,61","7,12","4,20","5,56","31,39"
"4,87","8,92","0,64","6,99","8,47","2,54","32,43"
"1,54","7,15","2,29","4,05","3,62","0,62","19,27"
"2,57","3,83","6,60","7,97","2,03","7,10","30,10"
"3,96","0,67","7,64","3,79","5,81","4,13","26,00"
"3,53","1,39","5,47","3,45","7,95","8,57","30,36"
"2,56","7,63","8,94","8,10","7,64","1,39","36,26"
"5,54","0,23","3,75","0,54","0,23","8,32","18,61"
"4,21","8,75","3,41","4,28","2,48","5,12","28,25"
"7,82","5,83","7,27","7,27","8,70","6,67","43,56"
"6,37","7,32","5,94","0,93","1,72","4,65","26,93"
"6,51","4,87","7,83","0,93","8,42","3,69","32,25"
"1,24","1,70","0,39","8,27","0,66","1,44","13,70"
"6,86","6,26","4,43","8,61","3,27","1,92","31,35"
"1,20","7,31","2,97","6,21","0,13","3,06","20,88"
"7,55","1,56","6,58","5,27","1,43","5,96","28,35"
"2,73","6,01","8,45","0,51","0,24","7,68","25,62"
"7,45","5,17","7,65","4,19","7,12","8,72","40,30"
"4,72","4,27","8,10","7,27","0,35","0,56","25,27"
"4,32","6,95","6,33","5,96","0,92","2,41","26,89"
"4,96","3,88","4,61","8,05","8,03","2,72","32,25"
"5,60","1,28","1,01","8,77","0,78","6,98","24,42"
"5,45","7,48","5,48","0,01","8,26","4,47","31,15"
"4,42","3,54","3,05","7,72","7,63","8,10","34,46"
"2,58","7,31","8,87","0,39","4,83","2,56","26,54"
"2,76","1,45","2,01","6,49","1,86","1,82","16,39"
"4,81","7,69","8,87","6,83","2,11","4,56","34,87"
"4,85","8,01","8,20","0,85","0,47","6,98","29,36"
"3,17","5,21","3,11","6,00","7,79","4,62","29,90"
"8,10","8,06","7,91","5,61","6,90","5,50","42,08"
"7,10","8,40","1,05","7,38","8,90","2,16","34,99"
"5,01","2,28","0,54","0,23","0,03","6,77","14,86"
"8,61","4,60","1,63","1,45","1,28","8,45","26,02"
"8,08","1,57","5,00","7,86","0,04","8,16","30,71"
"5,10","6,12","2,99","8,22","4,61","7,86","34,90"
"0,09","4,98","1,86","8,78","0,11","1,14","16,96"
"0,82","8,78","7,95","4,88","6,64","8,26","37,33"
"2,71","5,93","0,98","8,35","0,35","8,93","27,25"
"3,65","4,01","6,95","5,85","8,64","5,30","34,40"
"8,18","2,41","7,14","7,41","2,32","4,13","31,59"
"7,30","0,17","5,10","5,71","7,96","0,19","26,43"
"8,10","8,88","1,58","8,99","0,54","0,49","28,58"
"0,84","7,35","0,59","7,57","0,21","4,68","21,24"
"5,01","8,06","1,81","6,70","6,74","7,63","35,95"
"7,12","5,02","4,37","5,80","5,98","1,98","30,27"
"7,40","8,83","8,00","6,75","5,04","6,05","42,07"
"8,76","5,57","0,67","4,23","2,61","1,17","23,01"
"6,10","1,40","6,92","5,50","0,96","8,00","28,88"
"0,97","5,51","2,51","3,42","6,40","7,46","26,27"
"7,69","6,46","3,93","3,37","0,97","8,78","31,20"
"5,41","8,26","1,98","8,42","3,64","3,34","31,05"
"4,33","8,29","8,79","2,34","4,79","2,80","31,34"
"1,41","6,34","5,44","6,21","8,05","5,72","33,17"
"5,46","8,91","6,78","0,50","8,35","9,00","39,00"
"5,72","7,49","8,86","1,67","4,11","0,61","28,46"
"0,52","0,80","8,93","0,67","5,32","2,75","18,99"
"1,49","1,80","7,07","1,59","2,10","7,77","21,82"
"1,65","7,68","2,45","8,45","4,35","2,82","27,40"
"1,97","1,26","0,28","0,52","3,97","8,49","16,49"
"8,85","3,34","8,18","7,56","4,92","2,67","35,52"
"0,41","0,22","8,95","8,41","4,09","6,30","28,38"
"4,37","0,56","1,53","3,02","4,51","4,13","18,12"
"3,66","6,95","1,30","7,14","3,30","2,26","24,61"
"8,53","3,94","0,04","4,47","5,21","7,43","29,62"
"1,05","4,89","3,65","5,45","0,63","6,38","22,05"
"3,72","3,65","8,37","7,21","0,71","0,96","24,62"
"1,33","1,93","0,31","7,28","3,78","3,80","18,43"
"2,65","2,48","4,34","3,52","7,44","0,07","20,50"
"1,94","3,45","6,79","0,37","5,98","2,91","21,44"
"4,45","4,10","8,56","6,86","3,98","7,85","35,80"
"7,13","8,94","8,77","5,46","4,21","6,99","41,50"
"5,27","3,03","4,93","2,49","6,48","1,45","23,65"
"1,28","3,45","3,56","7,81","2,69","4,41","23,20"
"3,32","3,40","5,84","8,82","2,18","4,95","28,51"
"1,84","0,74","5,38","5,26","8,40","9,00","30,62"
"6,44","7,70","0,46","6,03","1,96","5,55","28,14"
"7,09","7,49","1,97","1,18","4,74","4,33","26,80"
"3,02","1,04","0,96","1,19","2,84","8,28","17,33"
"6,59","2,59","8,67","0,83","4,97","1,46","25,11"
"0,75","2,49","6,06","8,12","0,09","5,37","22,88"
"4,58","5,73","5,67","8,35","1,53","8,99","34,85"
"4,47","1,82","8,62","0,97","7,60","0,38","23,86"
"8,21","1,37","6,79","7,34","1,99","1,07","26,77"
"0,84","3,30","3,45","5,20","0,56","4,66","18,01"
"0,36","1,96","8,94","7,98","2,48","7,29","29,01"
"7,25","3,33","0,13","3,26","8,63","6,16","28,76"
"6,13","4,13","8,92","4,89","0,68","1,46","26,21"
"6,32","0,63","2,24","6,07","8,85","1,41","25,52"
"5,22","4,85","7,00","7,36","2,51","0,74","27,68"
"6,05","2,91","6,66","1,89","1,98","0,10","19,59"
"2,34","1,58","0,53","2,49","7,70","2,08","16,72"
"2,52","5,09","6,13","7,22","2,81","4,02","27,79"
"2,39","6,48","3,65","3,21","0,66","1,53","17,92"
"2,39","2,15","8,77","7,43","5,05","6,95","32,74"
"5,96","3,49","7,67","2,25","1,84","8,79","30,00"
"6,23","7,53","5,36","8,87","8,57","6,73","43,29"
"4,47","2,47","2,97","6,16","2,34","2,90","21,31"
"5,21","5,60","2,83","1,66","8,73","3,83","27,86"
"2,83","2,58","0,12","1,06","6,07","1,02","13,68"
"2,87","4,23","7,23","6,87","0,60","6,99","28,79"
"7,39","7,70","8,45","4,10","3,63","3,37","34,64"
"2,02","7,48","3,52","2,71","8,43","0,60","24,76"
"3,36","2,00","7,51","7,95","0,84","5,40","27,06"
"5,58","3,61","4,43","5,07","0,50","6,96","26,15"
"4,30","3,98","4,79","1,42","4,62","7,72","26,83"
"6,42","3,34","8,54","2,24","3,18","6,66","30,38"
"5,55","3,01","3,80","1,89","2,56","5,50","22,31"
"7,14","6,72","2,01","0,71","3,66","7,54","27,78"
"5,46","7,15","0,14","6,71","0,50","7,00","26,96"
"1,07","2,69","1,76","1,84","5,81","8,83","22,00"
"4,93","2,07","7,00","6,86","8,02","1,02","29,90"
"6,12","3,77","2,15","2,66","7,37","2,84","24,91"
"3,13","2,63","1,56","6,50","5,09","4,14","23,05"
"7,45","3,87","7,63","3,83","5,56","5,08","33,42"
"1,28","1,73","8,41","0,01","3,37","5,23","20,03"
"2,42","5,28","5,31","4,76","1,66","7,17","26,60"
"2,41","7,11","4,47","3,81","3,48","7,60","28,88"
"4,60","3,00","0,47","6,84","2,53","8,37","25,81"
"6,29","8,28","7,40","5,61","3,62","0,87","32,07"
"8,04","0,09","1,14","1,60","3,59","7,12","21,58"
"0,71","1,20","0,51","4,25","8,19","4,84","19,70"
"8,05","7,39","0,42","5,32","5,00","0,42","26,60"
"7,52","6,78","6,56","6,95","1,18","5,97","34,96"
"8,89","4,27","2,53","1,98","5,50","1,64","24,81"
"7,50","2,92","5,65","1,38","6,38","6,82","30,65"
"5,63","5,04","7,38","8,01","7,90","1,56","35,52"
"8,69","1,08","6,79","0,69","2,36","1,69","21,30"
"5,45","5,56","7,00","6,88","3,40","7,85","36,14"
"6,57","5,07","8,64","6,22","0,69","8,73","35,92"
"1,08","1,12","4,93","0,64","8,88","5,46","22,11"
"8,74","2,14","8,92","0,58","4,01","5,61","30,00"
"8,76","5,44","5,19","4,66","4,52","2,54","31,11"
"1,01","0,79","2,75","1,53","5,02","8,68","19,78"
"4,36","2,34","6,30","0,73","5,71","7,51","26,95"
"5,07","2,40","2,18","3,81","3,60","1,51","18,57"
"6,22","4,68","7,26","6,79","3,02","7,70","35,67"
"0,94","6,04","2,49","4,11","3,44","4,85","21,87"
"0,77","6,99","6,02","4,68","8,42","8,09","34,97"
"4,12","2,99","1,01","3,41","8,72","9,00","29,25"
"0,85","6,68","5,05","0,47","5,18","8,09","26,32"
"4,59","8,97","8,94","2,24","1,47","5,35","31,56"
"1,16","6,46","5,33","8,38","6,16","6,40","33,89"
"7,75","0,77","2,44","8,24","2,55","6,10","27,85"
"8,96","6,37","6,42","1,59","5,06","4,10","32,50"
"6,42","7,19","1,58","3,34","5,99","6,42","30,94"
"8,46","6,67","8,30","6,73","1,05","5,02","36,23"
"4,84","7,57","8,81","6,37","5,72","8,98","42,29"
"7,07","6,13","3,56","4,36","7,46","0,46","29,04"
"2,48","6,11","2,02","4,56","7,19","0,70","23,06"
"8,22","4,90","7,27","6,39","2,44","7,73","36,95"
"5,67","3,15","1,22","3,37","8,16","0,27","21,84"
"0,00","6,55","4,94","7,24","1,85","3,31","23,89"
"7,96","2,52","2,32","2,30","7,17","4,03","26,30"
"8,65","2,95","1,79","5,38","4,87","5,47","29,11"
"3,03","4,32","3,78","6,00","0,06","5,42","22,61"
"7,25","1,34","1,94","7,20","5,50","1,92","25,15"
"1,41","5,03","7,49","4,86","7,79","2,11","28,69"
"8,26","3,95","1,58","0,22","2,16","1,78","17,95"
"5,69","7,27","2,28","3,51","7,70","5,32","31,77"
"4,61","7,85","2,32","7,53","2,69","6,48","31,48"
"6,87","8,02","4,52","0,40","0,53","5,61","25,95"
"5,84","0,33","1,04","7,21","0,17","3,20","17,79"
"7,66","8,53","0,89","5,35","4,07","3,69","30,19"
"8,24","2,92","7,48","1,57","1,57","0,38","22,16"
"1,56","3,67","8,78","6,88","3,21","4,51","28,61"
"6,95","3,40","8,38","0,55","7,13","1,48","27,89"
"6,45","6,40","6,33","4,31","3,04","2,97","29,50"
"7,24","5,25","3,35","4,93","3,33","7,61","31,71"
"3,12","5,66","0,19","7,98","1,25","6,82","25,02"
"8,22","3,66","6,54","5,99","6,70","5,78","36,89"
"8,09","3,93","8,38","1,56","3,02","2,59","27,57"
"2,58","8,89","1,48","6,72","4,08","2,76","26,51"
"1,24","4,32","1,56","8,41","1,60","6,44","23,57"
"4,29","1,03","6,68","6,45","2,17","1,73","22,35"
"8,17","0,20","8,81","5,30","4,73","8,47","35,68"
"3,17","1,21","2,16","6,06","5,81","4,89","23,30"
"3,21","6,42","8,73","3,71","1,26","8,88","32,21"
"7,90","6,79","7,73","1,70","5,19","5,99","35,30"
"3,42","8,84","5,45","2,92","7,41","8,21","36,25"
"0,46","5,16","4,05","7,07","7,21","8,01","31,96"
"3,79","7,37","8,51","1,70","7,85","2,45","31,67"
"2,95","4,45","0,44","6,45","4,10","4,65","23,04"
"4,40","3,58","1,61","4,45","0,74","4,35","19,13"
"3,03","4,58","8,83","0,93","5,84","4,56","27,77"
"5,98","7,04","0,11","2,01","3,76","2,33","21,23"
"1,24","1,09","2,13","5,21","0,95","6,60","17,22"
"3,13","7,37","6,24","7,41","6,73","0,27","31,15"
"4,54","1,48","1,74","3,11","4,88","0,61","16,36"
"8,44","4,49","7,58","8,94","2,73","1,91","34,09"
"4,03","2,56","5,93","6,15","2,67","3,03","24,37"
"0,08","6,84","7,86","1,99","7,00","7,06","30,83"
"4,12","3,61","4,95","7,90","2,27","4,40","27,25"
"2,12","1,02","6,88","7,91","1,12","7,71","26,76"
"0,90","3,42","8,06","3,45","2,70","3,63","22,16"
"7,54","0,35","8,69","4,00","5,16","4,97","30,71"
"4,54","6,57","2,26","2,39","2,15","2,54","20,45"
"6,09","3,47","6,12","5,33","4,69","4,60","30,30"
"2,83","1,39","0,46","2,63","1,81","0,31","9,43"
"2,09","0,32","0,89","0,49","2,42","1,34","7,55"
"5,90","7,01","3,90","8,01","6,62","7,11","38,55"
"7,65","0,87","7,01","8,91","0,17","7,41","32,02"
"6,59","2,70","0,84","1,91","2,65","5,98","20,67"
"2,54","7,39","3,67","1,62","2,81","6,93","24,96"
"7,28","1,85","1,69","7,39","7,22","3,90","29,33"
"3,11","1,84","8,94","3,16","3,39","5,47","25,91"
"6,30","0,84","3,99","5,35","1,63","3,22","21,33"
"2,50","3,73","3,74","3,37","7,89","8,81","30,04"
"1,18","0,98","8,18","8,10","5,39","8,52","32,35"
"5,68","5,26","7,08","6,32","5,28","4,88","34,50"
"3,97","0,85","4,84","4,20","6,81","5,79","26,46"
"2,55","7,72","7,47","3,40","0,23","4,62","25,99"
"5,11","1,84","7,40","5,50","5,89","0,36","26,10"
"1,80","6,21","2,10","1,61","1,73","8,78","22,23"
"3,04","2,31","6,30","2,88","4,05","2,82","21,40"
"3,11","1,45","2,44","4,58","3,62","6,20","21,40"
"0,74","1,09","1,60","1,57","0,55","1,45","7,00"
"2,00","8,66","7,48","8,28","1,51","6,94","34,87"
"1,08","8,67","8,82","8,95","0,14","6,73","34,39"
"5,18","0,99","4,54","1,65","4,38","7,80","24,54"
"4,60","1,22","0,71","6,47","4,42","6,54","23,96"
"6,86","1,34","5,35","6,27","3,87","6,60","30,29"
"1,49","7,93","1,33","4,21","2,09","0,17","17,22"
"7,67","1,46","8,15","8,24","5,41","5,91","36,84"
"8,82","8,69","3,20","5,37","0,84","3,57","30,49"
"3,11","0,29","8,59","0,21","0,65","5,95","18,80"
"2,98","6,14","3,76","5,78","7,32","4,26","30,24"
"4,63","4,25","5,03","8,96","6,88","2,51","32,26"
"2,18","3,06","0,69","8,14","3,29","0,36","17,72"
"4,08","1,17","1,99","8,77","3,08","1,54","20,63"
"4,00","5,37","0,80","3,82","4,42","5,75","24,16"
"3,51","6,73","4,67","1,24","0,33","1,55","18,03"
"1,41","8,84","0,15","0,83","7,16","3,09","21,48"
"1,19","5,00","7,55","2,04","8,50","8,69","32,97"
"6,90","2,79","6,30","7,54","0,65","7,28","31,46"
"6,03","8,02","2,10","4,85","6,58","2,44","30,02"
"4,67","0,35","5,12","0,78","0,99","2,16","14,07"
"3,98","7,17","6,49","7,68","2,60","2,43","30,35"
"6,22","3,35","3,58","5,59","0,18","8,79","27,71"
"5,19","0,65","0,91","5,65","6,36","8,16","26,92"
"5,10","7,83","8,61","2,81","2,92","2,95","30,22"
"5,38","8,86","7,50","0,57","8,22","4,22","34,75"
"1,69","8,50","6,85","5,80","7,26","0,43","30,53"
"2,67","8,30","2,45","8,13","3,76","4,58","29,89"
"5,19","8,60","7,33","3,38","0,94","5,45","30,89"
"5,75","7,37","4,24","6,43","0,61","3,91","28,31"
"6,11","8,56","6,13","5,24","6,14","8,73","40,91"
"3,00","3,01","8,81","3,53","2,66","0,67","21,68"
"2,90","4,63","0,64","5,12","0,48","2,92","16,69"
"6,77","5,49","2,77","0,89","2,00","2,40","20,32"
"4,35","6,19","6,64","4,37","3,20","5,44","30,19"
"2,73","3,08","5,54","6,34","0,24","8,33","26,26"
"7,08","7,39","1,32","5,10","0,53","8,66","30,08"
"6,88","5,04","1,90","6,81","2,72","3,18","26,53"
"7,62","3,42","0,41","4,06","0,53","8,34","24,38"
"7,52","4,09","3,26","5,45","1,57","0,18","22,07"
"3,64","5,26","3,36","8,20","2,31","8,61","31,38"
"1,07","6,35","7,69","5,68","0,22","6,72","27,73"
"0,37","7,20","0,07","1,96","8,45","7,14","25,19"
"7,77","0,16","7,99","5,42","1,10","1,45","23,89"
"7,54","2,58","8,76","3,52","2,23","5,59","30,22"
"1,34","6,98","2,86","6,30","5,30","8,38","31,16"
"1,39","0,38","4,01","2,40","4,92","7,32","20,42"
"5,39","6,75","0,20","3,46","8,74","5,98","30,52"
"4,01","4,67","1,19","4,00","0,45","3,66","17,98"
"6,43","4,17","0,37","3,36","8,24","1,25","23,82"
"6,12","4,88","7,53","0,88","5,29","7,68","32,38"
"6,74","7,67","0,21","6,49","6,44","5,12","32,67"
"3,17","3,66","1,21","3,81","5,37","4,71","21,93"
"1,40","8,04","4,73","5,58","7,96","0,43","28,14"
"3,57","1,67","1,73","4,58","3,74","0,36","15,65"
"1,52","7,05","0,94","4,85","3,01","6,23","23,60"
"2,34","8,90","7,65","3,35","4,24","4,79","31,27"
"0,00","4,48","1,95","3,55","6,57","1,46","18,01"
"6,48","8,63","5,37","8,03","8,51","6,81","43,83"
"1,42","2,01","3,69","0,30","2,67","2,19","12,28"
"7,63","1,83","2,56","7,41","5,30","0,54","25,27"
"2,62","7,14","2,92","4,71","2,00","8,70","28,09"
"3,82","7,93","1,95","0,10","7,99","6,94","28,73"
"1,49","4,70","2,53","6,14","8,22","5,28","28,36"
"5,67","2,75","0,24","2,68","7,07","1,89","20,30"
"4,40","5,48","0,03","8,71","0,74","5,71","25,07"
"0,94","3,63","0,18","0,90","2,75","8,17","16,57"
"7,44","5,21","2,73","5,98","2,92","5,64","29,92"
"8,03","5,21","5,19","0,50","3,73","8,60","31,26"
"7,63","7,04","3,59","2,27","6,04","8,70","35,27"
"7,79","8,82","0,15","8,12","2,77","1,05","28,70"
"0,31","4,26","0,70","1,24","6,15","4,57","17,23"
"1,62","8,64","8,07","4,84","3,00","2,36","28,53"
"1,15","0,45","4,59","7,98","7,13","0,99","22,29"
"0,58","0,03","1,19","7,47","6,21","1,25","16,73"
"8,94","6,27","8,19","3,87","3,40","6,24","36,91"
"4,97","5,58","8,84","1,40","2,54","6,99","30,32"
"2,28","8,50","2,30","0,91","7,32","8,29","29,60"
"4,48","0,24","1,97","8,30","4,97","0,32","20,28"
"7,47","2,61","0,58","5,11","3,45","4,47","23,69"
"0,60","7,54","2,94","7,86","4,24","2,06","25,24"
"4,55","8,08","4,25","2,99","7,86","7,12","34,85"
"4,18","5,32","1,99","2,03","0,69","0,47","14,68"
"2,54","6,44","0,43","7,39","7,02","2,94","26,76"
"3,01","0,90","8,93","6,29","5,12","1,43","25,68"
"7,34","0,59","5,32","0,19","4,93","5,18","23,55"
"2,61","0,09","0,74","0,54","3,45","2,37","9,80"
"5,93","3,80","4,81","2,12","3,77","6,78","27,21"
"0,19","8,11","1,33","0,28","7,96","8,38","26,25"
"6,10","4,88","2,35","1,18","0,57","1,24","16,32"
"2,12","1,87","4,25","5,53","0,69","6,10","20,56"
"0,11","0,16","3,79","2,18","2,31","8,28","16,83"
"1,05","6,60","3,62","3,55","3,34","1,87","20,03"
"4,08","2,94","1,48","3,40","6,72","7,88","26,50"
"2,07","4,04","6,31","0,38","5,92","6,54","25,26"
"8,23","8,38","7,34","6,11","1,53","8,35","39,94"
"2,54","2,32","0,40","6,90","0,11","6,32","18,59"
"4,86","5,58","3,75","2,86","1,98","6,08","25,11"
"7,68","6,99","4,55","0,78","8,42","2,01","30,43"
"4,53","4,47","5,35","8,39","5,53","1,99","30,26"
"6,63","3,12","2,61","0,54","0,08","5,35","18,33"
"8,54","5,10","5,98","4,06","0,58","0,75","25,01"
"7,71","1,68","8,09","5,94","7,22","5,99","36,63"
"3,27","2,59","0,71","8,08","0,95","8,58","24,18"
"6,07","6,67","8,11","4,27","8,55","5,11","38,78"
"8,58","2,15","0,92","7,82","6,22","8,86","34,55"
"2,90","7,01","2,01","5,94","5,21","6,95","30,02"
"7,60","6,15","7,78","8,88","4,65","6,39","41,45"
"5,03","8,43","7,07","0,58","8,11","7,95","37,17"
"8,36","6,33","6,70","8,19","1,86","6,38","37,82"
"5,14","3,34","3,89","7,08","4,52","3,09","27,06"
"7,40","5,53","7,71","6,06","4,40","7,90","39,00"
"4,74","0,22","6,75","0,61","3,51","4,18","20,01"
"3,02","2,69","5,50","7,85","1,91","7,32","28,29"
"8,74","5,68","1,10","0,66","7,76","5,26","29,20"
"1,12","4,87","6,26","1,79","2,76","0,45","17,25"
"1,28","2,55","1,80","6,43","0,71","8,34","21,11"
"3,19","6,42","8,30","0,02","8,41","8,76","35,10"
"3,06","0,41","0,00","2,87","0,10","8,11","14,55"
"0,65","1,92","7,29","0,56","4,67","3,17","18,26"
"4,12","8,12","2,02","6,08","3,40","8,81","32,55"
"4,56","1,83","4,48","6,75","1,99","4,96","24,57"
"8,90","2,79","8,02","5,03","5,70","6,15","36,59"
"8,17","3,00","2,11","3,70","1,17","6,48","24,63"
"0,23","8,58","2,88","2,07","2,21","8,03","24,00"
"6,56","7,59","3,00","8,03","3,67","7,78","36,63"
"3,83","8,83","6,49","4,58","5,16","1,60","30,49"
"2,78","6,11","5,56","4,92","2,58","8,09","30,04"
"8,84","2,18","5,49","4,36","1,54","1,38","23,79"
"8,33","5,11","8,20","1,78","3,81","7,89","35,12"
"1,43","1,18","5,24","0,17","0,00","4,75","12,77"
"2,86","1,22","6,68","3,49","7,05","8,78","30,08"
"2,75","4,32","8,93","8,53","1,02","6,56","32,11"
"4,28","2,61","8,03","3,96","1,27","7,19","27,34"
"7,22","0,00","7,71","5,80","1,67","6,08","28,48"
"8,67","5,28","7,59","3,86","5,88","4,78","36,06"
"8,65","7,85","5,99","0,34","4,97","8,61","36,41"
"8,18","3,58","0,78","2,99","2,24","2,74","20,51"
"4,32","3,66","7,64","3,69","7,67","7,43","34,41"
"1,84","8,59","8,54","2,38","5,43","1,97","28,75"
"8,71","7,69","8,82","5,61","5,95","6,87","43,65"
"0,29","8,99","1,43","1,51","7,16","3,81","23,19"
"6,68","2,99","2,45","7,44","5,18","1,53","26,27"
"4,15","1,82","3,31","8,11","1,41","8,02","26,82"
"1,14","4,39","1,25","0,72","7,69","4,41","19,60"
"0,54","0,93","6,47","8,72","2,03","8,48","27,17"
"5,71","4,73","4,47","2,80","6,16","8,16","32,03"
"2,15","7,81","7,92","8,90","8,64","8,84","44,26"
"8,61","4,89","4,88","6,92","1,92","2,22","29,44"
"2,80","0,87","3,67","5,65","8,56","2,34","23,89"
"0,82","3,79","1,17","2,94","5,37","3,74","17,83"
"8,56","7,40","6,12","0,29","4,43","5,63","32,43"
"5,63","7,23","1,67","6,87","7,40","1,52","30,32"
"7,85","0,79","5,06","0,24","2,94","1,46","18,34"
"8,29","4,94","5,72","3,40","6,62","3,97","32,94"
"5,61","5,72","0,70","7,08","1,76","1,54","22,41"
"0,40","2,71","6,39","5,31","2,09","8,70","25,60"
"7,30","2,91","3,50","6,27","2,11","0,39","22,48"
"7,60","8,23","2,58","2,29","1,53","4,57","26,80"
"5,87","5,28","2,29","8,83","6,42","5,34","34,03"
"0,47","8,71","7,03","4,16","0,38","8,97","29,72"
"0,82","5,83","7,33","5,09","2,50","6,13","27,70"
"6,92","2,27","4,32","2,05","3,20","6,05","24,81"
"8,32","1,89","0,75","6,42","3,52","6,83","27,73"
"2,94","7,78","0,43","4,30","5,05","1,84","22,34"
"1,38","3,00","5,35","2,29","0,62","8,13","20,77"
"4,65","4,71","0,37","5,28","9,00","7,10","31,11"
"6,06","0,07","3,06","1,76","0,87","1,68","13,50"
"6,29","7,43","8,65","4,61","7,28","3,68","37,94"
"0,90","3,17","1,09","1,24","7,88","6,60","20,88"
"6,91","2,21","2,51","6,96","0,26","7,87","26,72"
"3,40","0,69","7,11","7,88","0,09","6,60","25,77"
"6,18","0,55","4,39","4,39","3,42","6,81","25,74"
"7,09","3,28","5,16","3,81","4,53","3,65","27,52"
"4,02","7,69","1,56","4,03","0,28","4,87","22,45"
"6,21","5,71","7,40","1,99","0,89","6,72","28,92"
"8,40","4,31","0,57","5,16","1,73","7,94","28,11"
"2,96","1,63","7,02","6,35","5,28","4,14","27,38"
"8,77","7,33","7,41","7,07","0,30","7,14","38,02"
"7,69","8,87","5,61","6,50","3,54","5,15","37,36"
"7,03","7,07","0,29","7,79","0,31","5,49","27,98"
"7,30","8,56","0,21","7,68","0,41","7,49","31,65"
"8,74","6,95","1,66","3,68","6,20","8,12","35,35"
"0,38","2,63","3,26","2,75","8,01","2,43","19,46"
"0,30","7,25","7,24","6,85","1,17","1,03","23,84"
"4,27","0,85","7,71","4,77","6,20","3,53","27,33"
"2,84","1,75","0,02","2,01","1,93","5,81","14,36"
"6,82","4,49","1,01","0,98","5,98","5,69","24,97"
"0,95","6,99","3,57","4,88","5,87","0,80","23,06"
"3,02","2,80","7,36","7,70","0,99","6,66","28,53"
"0,78","8,33","8,99","6,45","2,82","1,77","29,14"
"8,05","4,24","3,63","0,85","2,21","7,34","26,32"
"2,09","1,55","2,85","2,83","0,15","0,01","9,48"
"2,55","8,49","3,11","8,12","2,91","7,54","32,72"
"7,08","4,24","1,74","7,94","7,41","0,69","29,10"
"3,11","5,01","0,96","7,35","2,11","4,12","22,66"
"2,13","5,37","5,67","4,67","7,35","3,11","28,30"
"7,09","2,22","1,11","2,45","4,70","8,56","26,13"
"1,48","4,60","2,61","8,70","0,32","7,80","25,51"
"1,62","7,76","0,88","8,95","8,44","2,54","30,19"
"4,99","0,81","2,90","7,55","4,35","8,10","28,70"
"6,43","0,28","5,94","1,21","3,55","4,12","21,53"
"8,56","3,46","4,08","0,97","6,14","8,43","31,64"
"0,27","2,56","3,19","3,99","7,33","0,07","17,41"
