Speed,Strength,Lightning,Wind,Water,Fire,summ
"6,25","8,75","4,73","4,79","2,44","4,14","31,1"
"6,25","1,8","3,31","7,96","4,33","5,31","28,96"
"6,25","4,6","0,13","2,22","6,22","6,91","26,33"
"6,24","8,31","1,07","0,61","2,67","3,11","22,01"
"6,24","7,94","3,65","3,8","5,13","5,24",32
"6,24","2,06","5,16","7,06","1,73","1,39","23,64"
"6,24","3,4","8,02","2,64","7,41","5,01","32,72"
"6,24","5,22","3,68","4,62","2,61","8,9","31,27"
"6,24","5,29","6,71","5,86","2,91","8,48","35,49"
"6,24","5,98","1,75","6,27","6,6","8,49","35,33"
"6,24","2,6","2,04","3,52","6,36","5,42","26,18"
"6,24","2,51","0,61","5,45","8,3","3,87","26,98"
"6,23","6,19","5,63","7,95","2,49","0,93","29,42"
"6,23","7,53","5,36","8,87","8,57","6,73","43,29"
"6,23","4,55","0,52","2,25","7,53","6,59","27,67"
"6,22","8,99","6,72","8,75","3,18","7,92","41,78"
"6,22","4,91","8,64","6,14","0,17","3,77","29,85"
"6,22","3,35","3,58","5,59","0,18","8,79","27,71"
"6,22","4,68","7,26","6,79","3,02","7,7","35,67"
"6,22","4,91","8,64","6,14","0,17","3,77","29,85"
"6,21","7,2","0,54","5,84","6,96","4,18","30,93"
"6,21","5,71","7,4","1,99","0,89","6,72","28,92"
"6,2","7,56","5,56","4,53","5,11","1,05","30,01"
"6,2","0,54","3,42","0,92","2,27","4,08","17,43"
"6,19","0,33","2,33","2,77","2,59","8,26","22,47"
"6,19","6,3","3,47","6,26","5,37","2,02","29,61"
"6,19","0,3","8,44","0,19","0,03","6,25","21,4"
"6,19","8,67","5,5","0,36","1,2","8,79","30,71"
"6,19","6,15","0,94","3,96","1,29","4,6","23,13"
"6,18","0,85","5,16","6,08",2,"3,25","23,52"
"6,18","8,61","4,75","4,51","4,95","7,25","36,25"
"6,18","0,55","4,39","4,39","3,42","6,81","25,74"
"6,18","4,74","7,65","8,55","5,91","1,18","34,21"
"6,17","3,56","3,25","4,4","0,07","6,53","23,98"
"6,17","1,06","0,61","4,37","5,05","6,44","23,7"
"6,17","1,15","3,89","6,78",0,"1,15","19,14"
"6,17","0,46","5,14","0,14","4,43","4,64","20,98"
"6,16","6,7","6,08",5,"5,21","5,9","35,05"
"6,16","1,63","7,53","2,71","1,12","3,34","22,49"
"6,16","3,36","2,82","7,29","0,55",4,"24,18"
"6,16","6,33","2,89","6,31","8,63","0,08","30,4"
"6,15","4,65","0,12","6,75","6,71","2,5","26,88"
"6,15","2,61","7,4","3,08","0,67","2,97","22,88"
"6,15","0,24","0,53","1,1","7,45","5,91","21,38"
"6,14","4,85","2,62","0,93","1,05","6,27","21,86"
"6,14","5,49","2,61","7,05","5,91","3,43","30,63"
"6,14","4,84","6,67","0,95","3,6","7,81","30,01"
"6,13","4,13","8,92","4,89","0,68","1,46","26,21"
"6,13","7,77",3,"5,63","6,84","3,11","32,48"
"6,13","2,37","6,24","1,61","0,32","5,27","21,94"
"6,12","4,72","8,19","8,79","7,23","4,08","39,13"
"6,12","4,88","7,53","0,88","5,29","7,68","32,38"
"6,12","5,1","2,61","7,6","8,94","8,85","39,22"
"6,12","3,77","2,15","2,66","7,37","2,84","24,91"
"6,11","8,56","6,13","5,24","6,14","8,73","40,91"
"6,11","8,2","1,54","3,11","1,34","3,6","23,9"
"6,11","3,76","3,9","4,21","0,93","8,37","27,28"
"6,1","4,88","2,35","1,18","0,57","1,24","16,32"
"6,1","1,4","6,92","5,5","0,96",8,"28,88"
"6,1","7,86","1,47","4,83","3,62","7,05","30,93"
"6,09","8,86","5,06","1,87","0,78","0,39","23,05"
"6,09","4,46","1,77","0,17","1,52","1,19","15,2"
"6,09","0,77","1,09","4,97","1,77","7,6","22,29"
"6,09","3,47","6,12","5,33","4,69","4,6","30,3"
"6,08","8,48","7,6","4,13","2,19","6,15","34,63"
"6,08","8,62","8,77","0,88","4,43","3,95","32,73"
"6,08","8,29","5,06","0,71","1,47","1,25","22,86"
"6,08","5,82","3,52","1,5","3,43","8,25","28,6"
"6,07","4,4","0,87","2,77","8,65","7,96","30,72"
"6,07","0,18","3,73","8,41","4,8","8,67","31,86"
"6,07","3,93","0,38","2,21","1,22","6,83","20,64"
"6,07","6,67","8,11","4,27","8,55","5,11","38,78"
"6,07","3,12","3,13","1,53","6,08","7,6","27,53"
"6,07","8,54","2,33","1,41","0,08","3,52","21,95"
"6,06","0,07","3,06","1,76","0,87","1,68","13,5"
"6,05","2,91","6,66","1,89","1,98","0,1","19,59"
"6,05","0,71","4,61","2,83","8,85","4,46","27,51"
"6,05","6,81","4,17","2,94","6,89","4,62","31,48"
"6,05","3,75","3,09","7,32","2,82","1,75","24,78"
"6,05","6,76","7,72","6,03","7,2","2,63","36,39"
"6,04","5,57","7,46","5,87","7,05","1,5","33,49"
"6,04","0,05","1,04","0,23","3,97","7,96","19,29"
"6,04","7,28","2,94","3,95","1,55","3,58","25,34"
"6,03","8,02","2,1","4,85","6,58","2,44","30,02"
"6,03","8,04","0,85","7,75","7,71","1,73","32,11"
"6,03","2,22","1,82","5,24","3,02","7,48","25,81"
"6,02","2,46","3,71","5,35","3,58","7,76","28,88"
"6,02","8,23","5,07",5,"0,08","8,26","32,66"
"6,02","8,06","0,23","8,3","6,86","1,84","31,31"
"6,02","4,84","3,93","5,24","5,91","2,3","28,24"
"6,01","0,72","1,8","0,31","2,15","0,48","11,47"
6,"3,21","8,31","7,17",8,"6,44","39,13"
6,"8,89","7,74","1,11","1,12","5,62","30,48"
"5,99","1,26","7,85","6,96","0,26","8,04","30,36"
"5,99","4,62","1,67","3,19","1,59","6,35","23,41"
"5,99","8,82","8,18","0,26","2,32","3,25","28,82"
"5,99","7,98","3,27","2,42","1,06","8,92","29,64"
"5,99","0,19","3,31","1,23","2,64","7,85","21,21"
"5,98","5,33","6,99","4,66","8,71","8,43","40,1"
"5,98","7,98","5,71","1,58","4,12","4,58","29,95"
"5,98","7,32","7,71","2,46","2,66","7,88","34,01"
"5,98","7,04","0,11","2,01","3,76","2,33","21,23"
"5,98","1,01","8,95","8,55","4,28","1,17","29,94"
"5,98","4,3","2,18",9,"1,89","0,02","23,37"
"5,98","0,24","0,13","2,47","3,25","8,99","21,06"
"5,97","3,05","2,31","5,94","6,82","6,86","30,95"
"5,97","3,2","6,13","2,04","5,77","1,13","24,24"
"5,96","7,81","1,08","3,33","3,39","0,16","21,73"
"5,96","8,24","2,3","8,03","0,42","6,48","31,43"
"5,96","3,49","7,67","2,25","1,84","8,79",30
"5,96","7,97","0,41","0,84","8,64","5,55","29,37"
"5,95","1,61","3,62","5,87","3,24","2,85","23,14"
"5,95","8,9","2,21","4,11","1,09","2,89","25,15"
"5,95","1,15","4,23","8,04","7,56","1,48","28,41"
"5,95","3,22","0,3","6,95","6,9","4,38","27,7"
"5,95","0,29","7,21","4,21","4,03","5,82","27,51"
"5,93","3,8","4,81","2,12","3,77","6,78","27,21"
"5,93","8,01","0,57","3,01","4,8","7,43","29,75"
"5,93","3,95","7,23","5,81","4,13","8,76","35,81"
"5,92","2,8","6,34","7,6","0,97","1,1","24,73"
"5,92","0,61","5,3","4,57","1,79","7,88","26,07"
"5,9","1,86","2,09","7,97","4,03","4,87","26,72"
"5,9","5,32","8,53","0,96","6,56","3,56","30,83"
"5,9","3,23","6,72","0,82","1,63","3,9","22,2"
"5,9","3,88","3,3","3,4","1,96","3,55","21,99"
"5,9","7,01","3,9","8,01","6,62","7,11","38,55"
"5,89","7,34","8,45","4,9","1,38","5,01","32,97"
"5,89","0,28","8,46","7,32","4,01","6,43","32,39"
"5,89","5,22","0,46","8,01","3,45","7,8","30,83"
"5,89","1,33","4,69","4,89","6,42","2,8","26,02"
"5,89","4,47","7,23","8,52","1,81","3,36","31,28"
"5,89","5,74","7,97","1,46","1,83","8,23","31,12"
"5,88","4,81","3,51","6,68","3,09","8,69","32,66"
"5,87","6,63","6,11","1,61","0,61","0,52","21,35"
"5,87","8,68","7,02","0,71","0,66","3,48","26,42"
"5,87","4,55","3,15","1,01","2,29","7,92","24,79"
"5,87","5,28","2,29","8,83","6,42","5,34","34,03"
"5,87","3,5","2,65","1,72","7,08","2,01","22,83"
"5,86","1,13","4,98","0,74","3,3","8,28","24,29"
"5,86","4,76","7,32","6,63","7,84","1,88","34,29"
"5,85","6,28","0,69","5,66","5,55","5,92","29,95"
"5,85","3,63","1,94","1,3","5,11","7,61","25,44"
"5,85","5,32","8,69","7,17","6,61","1,85","35,49"
"5,85","6,72","2,5","4,67","6,15","8,28","34,17"
"5,85","6,6","6,7","0,41","0,21","6,26","26,03"
"5,84",6,"0,67","3,72","3,83","3,33","23,39"
"5,84","0,02","2,25","8,05","7,58","5,01","28,75"
"5,84","0,33","1,04","7,21","0,17","3,2","17,79"
"5,83","6,46","8,55","7,93","2,01","5,68","36,46"
"5,82","4,18","4,23","3,6","0,27","6,93","25,03"
"5,82","1,52","6,46","4,62","8,24","4,46","31,12"
"5,81","3,97","3,47","7,65","3,54","3,07","27,51"
"5,81","7,07","8,8","3,08","7,1","4,8","36,66"
"5,8","0,87","6,09","2,84","3,08","8,29","26,97"
"5,8","1,58","2,43","1,43","0,72","7,55","19,51"
"5,8","5,96","7,98","1,19","2,5","7,83","31,26"
"5,79","4,91","4,07","7,84","5,43","8,85","36,89"
"5,79","4,38","0,28","4,51","0,81","1,19","16,96"
"5,78","3,33","7,39","5,42","1,27",8,"31,19"
"5,78","2,8","8,97","4,93","0,68","8,34","31,5"
"5,78","2,91","8,97","1,19","3,27","2,45","24,57"
"5,78","6,81","3,37",1,"3,46","7,51","27,93"
"5,78","6,27","4,5","2,75","8,27","3,28","30,85"
"5,77","7,38","5,66","4,12","0,75","6,8","30,48"
"5,76","8,88","4,29","0,4","0,76","5,52","25,61"
"5,76","6,42","0,83","0,57","7,33","4,1","25,01"
"5,75","7,37","4,24","6,43","0,61","3,91","28,31"
"5,75","3,83","7,2","8,98","1,06","8,8","35,62"
"5,75","8,04","5,1","8,92","6,15","7,54","41,5"
"5,75","0,64","0,48","2,47","6,63","8,17","24,14"
"5,75","3,51","3,23","8,65","8,54","2,37","32,05"
"5,74","8,08","2,83","0,76","7,63","6,75","31,79"
"5,74","7,67","0,77","3,76","6,47","4,7","29,11"
"5,74","1,22","3,72","0,55","4,02","4,63","19,88"
"5,74","2,65","4,46","5,11","8,83",0,"26,79"
"5,74","6,65","0,96","8,13","4,91","5,89","32,28"
"5,74","4,5","7,64","7,35","3,47","7,05","35,75"
"5,74","5,53","1,03","0,26","5,84","1,3","19,7"
"5,74","4,5","7,64","7,35","3,47","7,05","35,75"
"5,74","0,16","7,18","5,53","5,53","4,23","28,37"
"5,72","7,49","8,86","1,67","4,11","0,61","28,46"
"5,71","8,97","5,32","0,22","4,31","3,04","27,57"
"5,71","4,39","5,26","8,77","1,24","1,03","26,4"
"5,71","7,07","0,53","3,41","1,18","8,93","26,83"
"5,71","4,73","4,47","2,8","6,16","8,16","32,03"
"5,69","7,27","2,28","3,51","7,7","5,32","31,77"
"5,69","2,19","4,56","1,85","4,93","3,37","22,59"
"5,69","6,15","7,47","5,2","0,33","6,56","31,4"
"5,69","4,94","1,32","6,72","1,27","4,14","24,08"
"5,69","1,49","7,1","5,61","3,96","8,08","31,93"
"5,68","4,74","1,65","2,33","0,77","8,12","23,29"
"5,68","6,42","5,03","1,16","7,15","1,8","27,24"
"5,68","2,96","7,57","4,85","0,1","7,5","28,66"
"5,68",2,"7,91","3,26","8,13","3,95","30,93"
"5,68","7,21","8,57","4,28","3,97","8,19","37,9"
"5,68","1,96","6,52","8,88","0,79","1,6","25,43"
"5,68","5,26","7,08","6,32","5,28","4,88","34,5"
"5,67","2,75","0,24","2,68","7,07","1,89","20,3"
"5,67","8,94","5,09","6,15","3,15","5,71","34,71"
"5,67","3,15","1,22","3,37","8,16","0,27","21,84"
"5,66","8,2","4,94","3,88","3,44","2,89","29,01"
"5,66","5,72","8,35","2,81","3,93","2,84","29,31"
"5,65","5,07","4,3","3,22","5,71","3,66","27,61"
"5,65",2,"8,73","8,31","5,05","1,62","31,36"
"5,65","8,4","3,94","8,46","1,57","6,99","35,01"
"5,64","0,51","7,15","1,34","2,41","2,33","19,38"
"5,64","6,28","4,87","4,81","7,2","8,87","37,67"
"5,64","7,09","0,62","8,18","1,75","5,02","28,3"
"5,63","6,12","7,74","1,34","0,12","3,31","24,26"
"5,63","4,08","7,35","5,87","8,81","2,58","34,32"
"5,63","5,04","7,38","8,01","7,9","1,56","35,52"
"5,63","7,24","8,7","0,3","8,33","0,31","30,51"
"5,63","7,23","1,67","6,87","7,4","1,52","30,32"
"5,63","2,74","1,69","4,83",1,"7,34","23,23"
"5,63","4,6","0,67","7,6","3,62","0,42","22,54"
"5,62","3,51","6,08","2,62","1,77","1,11","20,71"
"5,62","4,99","8,63","2,91","3,19","4,2","29,54"
"5,62","0,19","3,8","6,78","0,14","8,95","25,48"
"5,62","3,15","8,41","2,77","0,51","8,19","28,65"
"5,61","5,72","0,7","7,08","1,76","1,54","22,41"
"5,61","5,04","2,95","2,63","4,94","4,92","26,09"
"5,61","3,94","6,4","2,59","6,5","6,24","31,28"
"5,61","7,97","6,47","3,41","1,2","7,85","32,51"
"5,61","2,61","2,22","7,64","4,51","6,78","29,37"
"5,6","1,28","1,01","8,77","0,78","6,98","24,42"
"5,6","8,18","6,26","6,77","7,11","8,21","42,13"
"5,59","4,36","5,36","2,75","7,02","0,1","25,18"
"5,58","5,15","2,99","5,6","4,51","6,96","30,79"
"5,58","6,14","3,12","7,35","7,82","2,99",33
"5,58","3,61","4,43","5,07","0,5","6,96","26,15"
"5,58","7,46","3,11","8,67","6,25","0,74","31,81"
"5,58","4,57","4,13","2,05","1,03","3,21","20,57"
"5,58","4,65","7,22","6,52","4,33","4,53","32,83"
"5,57",9,"5,15","6,27","5,51","7,44","38,94"
"5,57","4,37","3,73","1,79","8,12","2,52","26,1"
"5,57","1,18","3,43","3,47","1,08","7,96","22,69"
"5,56","0,76","2,16","5,5","7,16","3,51","24,65"
"5,55","7,98","8,29","8,68","1,18","2,62","34,3"
"5,55","3,01","3,8","1,89","2,56","5,5","22,31"
"5,55","5,37","8,95","6,23","1,84","8,81","36,75"
"5,54","3,27","7,82","6,21","8,7","5,91","37,45"
"5,54","1,36","3,25","4,71","7,61","6,31","28,78"
"5,54","3,66","2,99","8,99","6,49","6,76","34,43"
"5,54","2,74","7,4","3,75","0,98","7,25","27,66"
"5,54","0,23","3,75","0,54","0,23","8,32","18,61"
"5,53","6,09","2,98","2,86","4,3","8,22","29,98"
"5,53","7,94",5,"5,75","1,47","8,38","34,07"
"5,53","4,62","5,3","2,02","7,35","0,23","25,05"
"5,53","3,25","7,63","4,32","1,21","5,63","27,57"
"5,52","1,12","2,97","3,92","5,37","5,73","24,63"
"5,52","5,56","0,22","2,57","5,88","4,43","24,18"
"5,52",2,"1,75","5,15","3,37","8,73","26,52"
"5,51","4,97","5,65","3,72","0,84","6,35","27,04"
"5,51","5,3","2,47","6,01","3,79","4,17","27,25"
"5,51","0,51","7,68","3,72","2,78","8,52","28,72"
"5,5","7,53","5,22","3,07","4,53","1,84","27,69"
"5,5","3,59","4,05","2,49","4,24","5,55","25,42"
"5,5","8,03","5,53","7,94","8,06","0,49","35,55"
"5,49","0,38","1,61","8,76","0,93","0,15","17,32"
"5,49","2,45","7,74","1,43","2,2","7,93","27,24"
"5,47","8,76","4,22","8,72","6,04","2,76","35,97"
"5,47","0,09","0,4","6,54","1,34","0,14","13,98"
"5,46","7,15","0,14","6,71","0,5",7,"26,96"
"5,46","3,37","4,45","1,95","6,07","8,45","29,75"
"5,46","5,07","6,96","7,67","7,19","7,14","39,49"
"5,46","0,55","8,86","7,15","3,18","1,19","26,39"
"5,46","8,91","6,78","0,5","8,35",9,39
"5,45","1,17","4,75","6,73","5,1","3,55","26,75"
"5,45","7,07","6,96","0,32","4,92","6,29","31,01"
"5,45","5,56",7,"6,88","3,4","7,85","36,14"
"5,45","7,48","5,48","0,01","8,26","4,47","31,15"
"5,45","1,48","0,75","2,73","7,8","1,58","19,79"
"5,44","3,83","0,5","7,72","0,4","2,03","19,92"
"5,44","2,01","1,91","8,12","3,77","3,85","25,1"
"5,44","8,87","6,98","5,4","7,9","1,34","35,93"
"5,44",7,"0,22","8,99","3,99","4,9","30,54"
"5,43","7,94","1,92","3,14","2,83","5,92","27,18"
"5,43","5,56","4,63","3,71","0,1","8,99","28,42"
"5,43","3,89","0,83","4,77","3,06","8,28","26,26"
"5,43","6,9","3,44","3,87","3,61","4,9","28,15"
"5,42","7,9","7,91","3,41","0,58","2,09","27,31"
"5,41","4,18","0,36","4,26","0,37","7,05","21,63"
"5,41","8,39","1,29","7,82","6,93","0,37","30,21"
"5,41","8,26","1,98","8,42","3,64","3,34","31,05"
"5,41","1,22","6,58","6,67","3,49","7,51","30,88"
"5,4","2,75","1,64","8,64","5,28","1,84","25,55"
"5,39","6,75","0,2","3,46","8,74","5,98","30,52"
"5,39","3,22","8,08","7,31","2,03","5,51","31,54"
"5,39","8,59",6,"4,91","6,51","2,2","33,6"
"5,39","6,96","4,84","7,18","7,92","5,76","38,05"
"5,38","8,86","7,5","0,57","8,22","4,22","34,75"
"5,38","4,49","5,52","6,12","1,43","4,32","27,26"
"5,38","4,64","8,87","2,45","0,61","8,19","30,14"
"5,37",0,"4,6","3,95","7,9","8,57","30,39"
"5,36","2,84","8,12","2,49","6,51","3,59","28,91"
"5,36","2,63","2,72","3,69","8,54","2,78","25,72"
"5,36","8,81","6,48","0,14","3,23","7,98",32
"5,36","2,84","8,12","2,49","6,51","3,59","28,91"
"5,36","2,07","3,06","8,89","4,87","0,49","24,74"
"5,34","2,61","4,24","7,35","0,31","2,03","21,88"
"5,34","6,42","1,94","0,82","0,89","2,56","17,97"
"5,34","2,61","4,24","7,35","0,31","2,03","21,88"
"5,33","2,61","0,31","5,26","2,37","5,84","21,72"
"5,33","3,61","8,32","7,63","0,19","4,93","30,01"
"5,32","5,13","4,43","0,37","4,35","8,05","27,65"
"5,31","2,79","3,76","3,45","2,23","3,17","20,71"
"5,3","4,87","8,54","5,16","2,42","6,67","32,96"
"5,3","0,08","0,01","0,46","3,55","8,39","17,79"
"5,3","6,23","8,01","2,28","5,74","1,37","28,93"
"5,29","8,72","7,75","2,29","0,28","6,5","30,83"
"5,29","3,81","1,62","8,95","0,75","1,95","22,37"
"5,29","2,44","6,97","8,71","8,72","2,3","34,43"
"5,28","3,73","5,87","2,86","0,39","4,86","22,99"
"5,28","2,59","2,83","8,32","1,14","6,57","26,73"
"5,27","3,03","4,93","2,49","6,48","1,45","23,65"
"5,27","8,13","6,4","8,99","7,8","2,35","38,94"
"5,27","2,63","4,26","6,46","3,9","7,14","29,66"
"5,26","2,24","2,85","6,12","5,86","6,48","28,81"
"5,26","4,53","2,27","7,64","0,6","7,91","28,21"
"5,26","8,19","3,11","3,89","5,78","6,52","32,75"
"5,25","1,27",0,"0,52","0,18","8,26","15,48"
"5,25","3,26","5,46","4,17","0,22","6,06","24,42"
"5,25","3,93","6,72","7,93","2,08","7,58","33,49"
"5,25","0,54","2,46",4,"0,14","6,1","18,49"
"5,25","2,14","1,13","0,59","2,24","6,82","18,17"
"5,25","3,93","6,72","7,93","2,08","7,58","33,49"
"5,25","3,27","8,58","0,75","8,63","2,26","28,74"
"5,24","1,66","3,04","7,31","3,55","7,66","28,46"
"5,24","1,71","0,88","6,43","7,39","4,11","25,76"
"5,23","1,23","2,8","7,53","3,56","5,46","25,81"
"5,23","4,94","8,85","5,85","6,84","3,51","35,22"
"5,22","1,26","2,93","4,22","6,69","7,5","27,82"
"5,22","4,85",7,"7,36","2,51","0,74","27,68"
"5,22","1,28","8,71","8,15","5,47","3,81","32,64"
"5,22","4,7","1,8","5,87","8,73","5,33","31,65"
"5,22","1,77","2,92","6,55","0,64","2,39","19,49"
"5,22","0,68","0,85","2,04","5,18","2,94","16,91"
"5,21","1,26","1,03","4,94","1,33","1,43","15,2"
"5,21","5,6","2,83","1,66","8,73","3,83","27,86"
"5,21","4,25","1,24","5,21","1,69","4,97","22,57"
"5,21","7,73","7,88","3,88","6,58","5,1","36,38"
"5,2","4,79","0,35","3,42","6,68","3,35","23,79"
"5,2","8,75","2,03","2,66","0,32","2,97","21,93"
"5,2","8,9","1,12","8,85","3,18","2,09","29,34"
"5,2","6,95","1,75","7,68","7,11","7,59","36,28"
"5,19","2,34","7,91","5,16","2,51","0,23","23,34"
"5,19","8,89","5,84","3,62","5,93","1,17","30,64"
"5,19","6,56","5,11","0,56","2,8","4,9","25,12"
"5,19","0,65","0,91","5,65","6,36","8,16","26,92"
"5,19","4,59","4,8","7,28","0,62","8,69","31,17"
"5,19","8,6","7,33","3,38","0,94","5,45","30,89"
"5,18","3,24","2,64","3,91","3,64","3,26","21,87"
"5,18","3,36","1,98","4,93","7,81","1,52","24,78"
"5,18","6,42","3,06","1,72","8,04","1,17","25,59"
"5,18","0,99","4,54","1,65","4,38","7,8","24,54"
"5,17","5,21","5,12","8,11","5,47","4,65","33,73"
"5,17","2,64","8,09","6,22","4,56","7,84","34,52"
"5,16","5,25","2,86","7,72","0,42","6,88","28,29"
"5,16","5,57","1,66","7,32","6,65","3,59","29,95"
"5,15","1,27","1,55","7,79","4,44","4,82","25,02"
"5,15","5,65","8,98","5,94","2,14","7,82","35,68"
"5,15","5,38","6,09","7,38","0,49","0,95","25,44"
"5,14","3,26","4,01","2,31","5,03","7,84","27,59"
"5,14","4,23","4,76","6,87","0,48","7,83","29,31"
"5,14","7,42","5,51",0,"1,47","4,47","24,01"
"5,14","3,34","3,89","7,08","4,52","3,09","27,06"
"5,14","8,74","1,09","7,66","6,44","8,26","37,33"
"5,14","2,88","0,08","2,05","4,77","0,4","15,32"
"5,13","1,07","1,58","6,98","4,85","2,02","21,63"
"5,13","2,53","4,15","0,88","2,87","8,51","24,07"
"5,13","3,26","8,96","1,93","4,29","0,1","23,67"
"5,13","4,96","6,71","7,44","0,8","5,42","30,46"
"5,12","7,18","4,65","2,57","3,11","8,33","30,96"
"5,12","8,9","0,33","7,15","7,15","1,75","30,4"
"5,12","1,05","3,31","0,89","4,54","6,55","21,46"
"5,12","1,05","5,78","8,97","1,95","1,44","24,31"
"5,12","6,02","6,28","4,65","0,68","8,21","30,96"
"5,11","2,89","6,37","1,93","6,32","4,91","27,53"
"5,11","1,84","7,4","5,5","5,89","0,36","26,1"
"5,1","6,12","2,99","8,22","4,61","7,86","34,9"
"5,1","7,83","8,61","2,81","2,92","2,95","30,22"
"5,08","6,86","6,69","4,68","5,24","8,7","37,25"
"5,08","6,53","2,42","2,85","0,45","5,08","22,41"
"5,08","3,11","5,65","0,71","2,34","0,66","17,55"
"5,08","7,08","7,01","1,53","1,69","7,4","29,79"
"5,07","8,96","4,81","7,55","4,66","7,69","38,74"
"5,07","2,4","2,18","3,81","3,6","1,51","18,57"
"5,07","0,33","6,09","4,25","0,32","6,52","22,58"
"5,07","5,44","7,56","3,54",0,"7,69","29,3"
"5,06","0,35","2,2","7,14","8,41","1,09","24,25"
"5,06","0,59","8,75","1,56","0,3","7,68","23,94"
"5,05","3,76","2,48","5,56","2,02","5,72","24,59"
"5,05","6,88","1,62","8,71","0,76","3,26","26,28"
"5,05","8,13","2,18","3,13","4,49","7,58","30,56"
"5,05","0,33","2,01","3,05","0,74","3,45","14,63"
"5,05","0,56","7,08","1,11","3,14","6,71","23,65"
"5,04","4,4","8,41","5,3","8,68","4,37","36,2"
"5,04","6,31","4,87","2,49","6,97","5,6","31,28"
"5,03","5,23","0,05","5,44","1,19","5,57","22,51"
"5,03","0,35","8,11","6,18","5,58","0,8","26,05"
"5,03","8,43","7,07","0,58","8,11","7,95","37,17"
"5,03","1,07","1,45","1,47","8,17","0,12","17,31"
"5,01","2,28","0,54","0,23","0,03","6,77","14,86"
"5,01","8,06","1,81","6,7","6,74","7,63","35,95"
5,"7,16","8,69","6,27","3,25","4,4","34,77"
5,"3,52","5,07","8,97","7,22","5,2","34,98"
5,"1,33","0,02","5,16","5,51","7,12","24,14"
5,"6,87","3,59","5,52","7,84","7,32","36,14"
5,"2,63","1,19","0,55","2,51","2,05","13,93"
"4,99","0,34","0,41","6,77","4,32","6,77","23,6"
"4,99","0,68","3,18","4,03","3,65","5,36","21,89"
"4,99","0,81","2,9","7,55","4,35","8,1","28,7"
"4,99","8,94","1,11","6,43","1,89","2,4","25,76"
"4,99","8,94","1,11","6,43","1,89","2,4","25,76"
"4,99","0,06","6,34","7,48","6,96",4,"29,83"
"4,99","0,87","7,57","0,6","7,63","5,85","27,51"
"4,98","2,94","7,05","4,33","4,67","4,38","28,35"
"4,98","8,55","7,64","3,19","3,57","3,6","31,53"
"4,98","2,68","2,51","0,88","7,47","5,02","23,54"
"4,98","3,1","1,84","7,66",1,"1,5","20,08"
"4,98","5,77","0,69","4,92","1,9","5,23","23,49"
"4,98","5,16","4,06","1,12","7,28","2,31","24,91"
"4,97","6,12","6,03","2,37","1,39","8,25","29,13"
"4,97","5,58","8,84","1,4","2,54","6,99","30,32"
"4,97","8,24","3,93","5,75","6,96","4,91","34,76"
"4,96","8,74","3,72","2,13","7,77","2,25","29,57"
"4,96","7,86","0,29","8,28","2,82","6,61","30,82"
"4,96","3,88","4,61","8,05","8,03","2,72","32,25"
"4,95","5,67","4,73","5,25","5,24","6,95","32,79"
"4,94","5,67","8,82","4,2","8,09","1,45","33,17"
"4,94","2,6","6,41","2,29","4,79","2,84","23,87"
"4,94","4,63","1,11","1,03","3,38","5,14","20,23"
"4,94","2,58","3,87","7,6","5,75","1,87","26,61"
"4,93","2,07",7,"6,86","8,02","1,02","29,9"
"4,93","5,36","7,49","3,8","5,92","6,09","33,59"
"4,92","6,72","8,88","7,85","6,64","1,21","36,22"
"4,92","4,18","0,74","1,34","7,9","3,27","22,35"
"4,92","8,82","1,91","1,38","3,35","4,74","25,12"
"4,92","7,03","5,35","0,61","7,09","0,88","25,88"
"4,92","4,1","0,95","1,51","5,49","2,35","19,32"
"4,92","4,18","0,74","1,34","7,9","3,27","22,35"
"4,92","8,11","0,58","2,15","5,01","7,16","27,93"
"4,91","2,58","0,61","1,34","8,1","1,21","18,75"
"4,91","5,08","8,6","2,72","0,91","8,43","30,65"
"4,89","1,76","8,79","2,55","0,97","8,3","27,26"
"4,89","8,35","3,6","1,39","8,06","5,72","32,01"
"4,89","1,76","2,68","2,26","1,18","5,4","18,17"
"4,89","0,51","7,88","4,44","0,54","4,02","22,28"
"4,88","8,62","4,99","4,6","3,41","6,86","33,36"
"4,87","5,83","6,69","7,54","7,35","8,27","40,55"
"4,87","0,68","6,81","3,12","2,66","7,12","25,26"
"4,87","3,44","6,7","6,8","5,34","8,43","35,58"
"4,87","0,76","8,86","6,19","0,71","2,19","23,58"
"4,87","8,92","0,64","6,99","8,47","2,54","32,43"
"4,86","8,74","0,67","0,15","1,03","8,78","24,23"
"4,86","7,91","3,83","4,53","2,35","6,97","30,45"
"4,86","5,58","3,75","2,86","1,98","6,08","25,11"
"4,85","8,01","8,2","0,85","0,47","6,98","29,36"
"4,84","2,87","2,61","4,2","4,47","6,24","25,23"
"4,84","2,59","2,01","1,34","5,22","7,05","23,05"
"4,84","7,57","8,81","6,37","5,72","8,98","42,29"
"4,83","7,02","4,78","3,78","7,84","7,83","36,08"
"4,83","4,9","1,59","6,59","0,76","8,15","26,82"
"4,83","2,52","4,8","3,9","2,75","0,02","18,82"
"4,83","1,52","3,25","6,36","2,7","1,06","19,72"
"4,82","7,92","1,12","2,53","3,57","2,76","22,72"
"4,82","2,9","3,87","2,08","0,54","5,74","19,95"
